R1,R2,R3,R4,R5,Fault_DRM
3.410123555,6.76E-05,5.84E-05,7500,1.973333333,OH
1.307845084,0.009078987,0.013667426,23.33333333,4.72047619,OH
1.745039435,0.055438596,0.075170084,2.151898734,8.382352941,OH
8.908759124,0.00061287,0.006145023,316.6666667,5.152631579,OH
2.164173228,0.13,0.182099327,0.899100899,8.555555556,OH
1.014492754,0.000124984,8.93E-05,3200,2.5003125,OH
4.6,0.001428571,0.000434783,500,1.4,OH
2,0.003333333,0.000714286,400,0.75,OH
3.578629032,0.000410172,0.00056338,275,8.865454545,OH
7.641975309,4.03E-06,1.62E-05,32500,7.6308,OH
1.1994003,0.000102041,0.000416667,2200,4.454545455,OH
17.37750533,1.79E-06,2.50E-06,172500,3.237101449,OH
2.081027668,0.011111034,0.015194682,18.5,4.864898649,OH
1.674698795,1.15E-05,1.44E-05,7500,11.56,OH
5800,0.037956204,0.089655172,1.925,13.68631369,OH
6700,0.033331111,0.074626866,2.2,13.63727273,OH
13,0.027027027,0.076923077,45,0.822222222,OH
14.002,0.008536585,0.019997143,42.86428571,2.732877854,OH
12.32173913,0.00014313,0.000211715,986.6666667,7.081081081,OH
2.083333333,0.002,0.000133333,12500,0.04,OH
5.64905849,0.00255102,0.002949853,41,9.56097561,OH
1.876561352,0.000534759,0.000117463,4443.333333,0.420855214,OH
1.905238095,0.001666667,0.000249938,3500,0.171428571,OH
2.049695088,0.009080178,0.021212063,13.89623377,7.925168924,OH
8.125,0.001428571,0.000153846,800,0.875,OH
3.666666667,0.001111111,0.000454545,400,2.25,OH
2.5,0.003333333,0.000666667,300,1,OH
3.583838384,0.000821018,0.001127396,138,8.826086957,OH
7.749156355,4.03E-06,1.61E-05,32600,7.607392638,OH
1.095238095,0.00010101,0.000434783,2300,4.304347826,OH
17.2987013,1.79E-06,2.50E-06,172600,3.23626883,OH
2.078895464,0.010380623,0.014231499,19.8,4.865319865,OH
1.673076923,1.46E-05,1.44E-05,7400,9.283783784,OH
6001,0.029069767,0.066655557,2.75,12.50909091,OH
6600,0.039997334,0.090909091,2,12.50083333,OH
6,0.028089888,0.083333333,44,0.809090909,OH
17.25,0.012077295,0.028985507,30.5,2.714754098,OH
12.42105263,0.000476417,0.000706215,296,7.091216216,OH
2.054054054,0.002,0.000131579,12600,0.03968254,OH
5.762881356,2.56E-05,2.94E-05,4200,9.3,OH
1.878662657,0.001782531,0.000391389,1332,0.421171171,OH
1.772727273,0.5,0.076923077,12,0.166666667,OH
2.05140084,0.009078904,0.021206279,13.89623377,7.926281063,OH
7.333333333,0.001612903,0.000151515,700,0.885714286,OH
3.833333333,0.001408451,0.000434783,400,1.775,OH
2.333333333,0.002941176,0.000714286,300,1.133333333,OH
3.585858586,0.000803536,0.001126761,138,9.018115942,OH
7.736532933,4.02E-06,1.62E-05,32600,7.622392638,OH
1.142857143,0.00010101,0.000416667,2300,4.304347826,OH
17.3030303,1.79E-06,2.50E-06,172600,3.235979143,OH
2.076923077,0.011789182,0.016144349,17.47058824,4.855218855,OH
1.670673077,1.15E-05,1.44E-05,7400,11.72162162,OH
5800,0.03649635,0.086206897,2.2,12.45454545,OH
6700,0.031997867,0.071641791,2.5,12.50083333,OH
6.5,0.054054054,0.153846154,22,0.840909091,OH
17.5025,0.00304878,0.007141837,122,2.68852459,OH
12.42982456,4.77E-06,7.06E-06,29600,7.081081081,OH
2.027027027,0.002,0.000133333,12800,0.0390625,OH
5.745762712,0.00255102,0.002949853,43,9.11627907,OH
1.877927368,1.78E-05,3.92E-06,133200,0.422672673,OH
1.818636364,0.142857143,0.024993752,36,0.194444444,OH
2.050841521,0.009198102,0.021487544,13.71807692,7.925168924,OH
7.222222222,0.00125,0.000153846,700,1.142857143,OH
5.4,0.2375,0.07037037,2.105263158,2,OH
12.42982456,4.29E-05,6.35E-05,3288.888889,7.081081081,OH
2.027027027,0.002,0.000133333,12700,0.039370079,OH
5.745762712,0.00255102,0.002949853,42.8,9.158878505,OH
1.877927368,1.78E-05,3.92E-06,133200,0.421171171,OH
1.818636364,0.166666667,0.024993752,36,0.166666667,OH
2.050841521,0.009198102,0.021487544,13.71807692,7.925168924,OH
7.222222222,0.001428571,0.000153846,700,1,OH
5.4,0.125,0.037037037,5,1.6,OH
1.25125,0.495049505,0.0999001,9,0.224444444,OH
1.249984376,0.055261704,0.10499475,4.319047619,4.189746417,OH
2.499812523,0.000163666,5.00E-05,3900,1.566666667,OH
2.857428571,0.00149975,0.00089991,211.1111111,3.158421053,OH
26.19387755,0.075601375,0.004285158,81.59090909,0.162116992,OH
1.666629632,2.50E-05,3.33E-05,6900,5.797246377,OH
1.318848552,0.070472314,0.091477826,1.521276596,9.327672328,OH
4.007996002,0.000145773,0.000124688,2480,2.766129032,OH
3.51509434,7.29E-05,0.000178923,2200,6.238636364,OH
50.71729958,0.000454545,8.32E-05,2100,1.047619048,OH
2.005420054,0.009392265,0.011486486,22.35294118,4.763157895,OH
1.208905992,0.08315565,0.177353342,1.794871795,6.7,OH
1.556598089,0.019064748,0.029309296,9.811320755,5.346153846,OH
3.410123555,6.76E-05,5.84E-05,7800,1.897435897,OH
1.307845084,0.0089991,0.013667426,23.33333333,4.762380952,OH
1.745039435,0.055438596,0.075170084,2.151898734,8.382352941,OH
8.908759124,0.00061287,0.006145023,316.6666667,5.152631579,OH
2.164173228,0.13,0.182099327,0.899100899,8.555555556,OH
1.014492754,0.000124984,8.93E-05,3200,2.5003125,OH
4.6,0.071428571,0.02173913,10,1.4,OH
7.279991727,1.05E-07,1.56E-07,7212800,1.326114824,OH
2.714151857,0.005755354,0.002320859,65.00125,2.673044749,OH
2.301165786,0.004721023,0.004193133,45.45484848,4.6599756,OH
1.565063348,0.042373422,0.071429456,1.879988267,12.55310955,OH
3.330919623,0.031491539,0.059006211,5.245614035,6.053545151,OH
4.1999872,0.000444444,0.000571428,798.335,2.818367811,OH
12.70854167,0.000999001,1.64E-05,2900,0.345172414,OH
2.349966251,0.029267936,0.025531643,8.750416667,3.904623589,OH
498.335,0.002569412,0.022407952,447.6120896,0.86948954,OH
1.5,0.0025,0.000555556,400,1,OH
17.3030303,1.79E-06,2.50E-06,172600,3.235979143,OH
2.076923077,0.011789182,0.016144349,17.47058824,4.855218855,OH
1.670673077,1.15E-05,1.44E-05,7400,11.72162162,OH
5800,0.03649635,0.086206897,2.2,12.45454545,OH
6700,0.031997867,0.071641791,2.5,12.50083333,OH
6.5,0.054054054,0.153846154,22,0.840909091,OH
17.5025,0.00304878,0.007141837,122,2.68852459,OH
12.42982456,4.77E-06,7.06E-06,29600,7.081081081,OH
2.027027027,0.002,0.000133333,12800,0.0390625,OH
5.745762712,0.00255102,0.002949853,43,9.11627907,OH
1.877927368,1.78E-05,3.92E-06,133200,0.422672673,OH
1.818636364,0.142857143,0.024993752,36,0.194444444,OH
2.050841521,0.009198102,0.021487544,13.71807692,7.925168924,OH
7.222222222,0.00125,0.000153846,700,1.142857143,OH
5.4,0.2375,0.07037037,2.105263158,2,OH
12.42982456,4.29E-05,6.35E-05,3288.888889,7.081081081,OH
1.03125,6.10E-05,0.00010101,4500,3.644444444,OH
8.125,0.001666667,0.000153846,800,0.75,OH
4,0.001111111,0.000416667,400,2.25,OH
2.15,0.01,0.000775194,300,0.333333333,OH
3.583838384,0.000821018,0.001127396,138,8.826086957,OH
7.561097561,8.06E-06,3.23E-05,16300,7.607392638,OH
1.095238095,0.00010101,0.000434783,2100,4.714285714,OH
17.2987013,1.79E-06,2.50E-06,172600,3.236964079,OH
2.078895464,0.011072664,0.015180266,18.625,4.848993289,OH
1.673076923,1.46E-05,1.44E-05,7433,9.242566931,OH
6001,0.035610465,0.081653058,2.244897959,12.50909091,OH
73.33333333,0.039997334,0.090909091,2,12.50083333,OH
6,0.027777778,0.083333333,43,0.837209302,OH
17.25,0.012077295,0.028985507,30.005,2.759540077,OH
12.42105263,0.000478467,0.000706215,296,7.060844595,OH
2.108108108,0.002,0.000128205,12600,0.03968254,OH
5.762881356,2.56E-05,2.94E-05,4200,9.3,OH
1.878662657,0.001529052,0.000391389,1332,0.490990991,OH
1.772727273,0.428571429,0.076923077,12,0.194444444,OH
2.05140084,0.009076977,0.021206279,13.89623377,7.92796329,OH
1.050583658,0.002040816,0.00037037,2300,0.213043478,OH
5.75,0.001111111,0.000434783,400,2.25,OH
2.333333333,0.088235294,0.021428571,16,0.708333333,OH
3.585858586,0.000803536,0.001126761,138.5,8.985559567,OH
7.736532933,4.02E-06,1.62E-05,32600,7.638067485,OH
1.142857143,1.00E-04,0.000416667,2300,4.34826087,OH
17.3030303,1.79E-06,2.50E-06,172500,3.237855072,OH
2.076923077,0.013106796,0.017948718,15.71428571,4.855218855,OH
1.670673077,0.000576435,0.000719424,148,11.72162162,OH
5800,0.03649635,0.086206897,2.4,11.41666667,OH
335,0.031997867,0.071641791,2.5,12.50083333,OH
6.5,0.054054054,0.153846154,22,0.840909091,OH
17.5025,0.012195122,0.028567348,30.3,2.706270627,OH
12.42982456,4.77E-06,7.06E-06,30001,6.986433786,OH
2.027027027,0.001694915,0.000133333,12800,0.04609375,OH
5.745762712,0.003571429,0.004129794,31.42857143,8.909090909,OH
2.499850015,3.70E-05,4.00E-05,7600,3.552763158,OH
2.499850015,3.70E-05,4.00E-05,7600,3.552763158,OH
2.499850015,3.70E-05,4.00E-05,7600,3.552763158,OH
1.306163265,0.0999001,0.003124902,181,0.055303867,OH
1.306163265,0.13986014,0.004374863,129.2857143,0.055303867,OH
1.306163265,0.13986014,0.004374863,129.2857143,0.055303867,OH
0.255319149,0.00125,0.000833333,1,800,PD
0.069993001,0.000333222,0.001428571,1,3001,PD
0.923077515,0.540552958,0.166673611,3.154842258,0.586386688,PD
0.260869565,0.00125,0.000833333,200,4,PD
0.255319149,0.001111111,0.000833333,1,900,PD
0.923077515,0.542958298,0.167415272,3.145843703,0.585458861,PD
0.255319149,0.001111111,0.000833333,1,900,PD
0.923077515,0.542958298,0.167415272,3.145843703,0.585458861,PD
0.217608696,0.00125,0.000999001,200,4,PD
0.25,0.001111111,0.000833333,1,900,PD
0.331229298,0.001666667,0.000188679,2800,0.214285714,PD
0.77,0.000769231,0.000999001,1400,0.928571429,PD
0.972222222,0.0025,0.000285714,5800,0.068965517,PD
0.333377775,0.002,0.00019996,2700,0.185185185,PD
0.329192547,0.001666667,0.000188679,2700,0.222222222,PD
0.834166667,0.000769231,0.000999001,1500,0.866666667,PD
0.945945946,0.0025,0.000285714,5700,0.070175439,PD
0.324979689,0.001265823,0.000192308,2800,0.282142857,PD
0.846153846,0.084033613,0.090909091,14,0.85,PD
0.944444444,0.001666667,0.000294118,5800,0.103448276,PD
0.331229298,0.001666667,0.000188679,2800,0.214285714,PD
0.77,0.000769231,0.000999001,1506,0.863213811,PD
0.972222222,0.002444988,0.000285714,5800,0.070517241,PD
0.77,0.005384615,0.006993007,200,0.928571429,PD
0.972222222,0.003333333,0.000285714,5800,0.051724138,PD
0.333377775,0.002,0.00019996,2700,0.185185185,PD
0.945945946,0.003333333,0.000285714,5700,0.052631579,PD
0.331229298,0.001666667,0.000188679,2800,0.214285714,PD
0.77,0.000769231,0.000999001,1506,0.863213811,PD
0.972222222,0.002444988,0.000285714,5800,0.070517241,PD
0.77,0.005384615,0.006993007,200,0.928571429,PD
0.972222222,0.003333333,0.000285714,5800,0.051724138,PD
0.333377775,0.002,0.00019996,2700,0.185185185,PD
0.329192547,0.0025,0.000188679,2400,0.166666667,PD
0.834166667,0.000769231,0.000999001,1700,0.764705882,PD
0.312542966,0.001111111,0.00019996,2800,0.321428571,PD
0.5,0.003333333,0.01,700,0.428571429,PD
0.846153846,0.076923077,0.090909091,14,0.928571429,PD
0.944444444,0.001666667,0.000294118,6001,0.099983336,PD
0.31547619,0.001666667,0.000188679,2800,0.214285714,PD
0.975,0.05,0.051282051,15.35,1.302931596,PD
0.991776316,0.179991,0.059701493,5.555833333,1,PD
0.979381443,6.10E-05,0.000105263,4400,3.727272727,PD
0.928571429,0.003333333,0.000384615,2300,0.130434783,PD
0.296875,0.000121951,0.000526316,1100,7.454545455,PD
0.250187453,0.000142837,0.000999001,1600,4.375625,PD
0.333444426,7.69E-05,0.00049975,600,21.66833333,PD
0.884965831,0.001631321,0.002574003,66.7,9.190404798,PD
0.993410214,0.179991,0.059701493,5.583333333,0.995074627,PD
0.989583333,6.10E-05,0.000105263,4500,3.644444444,PD
0.962962963,0.003333333,0.000384615,2200,0.136363636,PD
0.292307692,0.012195122,0.052631579,5,16.4,PD
0.993421053,0.174825175,0.05794702,5.714571429,1.000949953,PD
0.989690722,6.10E-05,0.000104167,4400,3.727272727,PD
0.964285714,0.002040816,0.00037037,2300,0.213043478,PD
0.31265625,0.00011274,0.00049975,1100,8.063636364,PD
0.991776316,0.179991,0.059701493,5.555833333,1,PD
0.979381443,6.10E-05,0.000105263,4600,3.565217391,PD
0.928571429,0.002702703,0.000384615,2300,0.160869565,PD
0.296875,0.000120482,0.000526316,1100,7.545454545,PD
0.979381443,6.10E-05,0.000105263,4400,3.727272727,PD
0.928571429,0.003333333,0.000384615,2300,0.130434783,PD
0.296875,0.000121951,0.000526316,1100,7.454545455,PD
0.250187453,0.000140449,0.000999001,1600,4.45,PD
0.333444426,0.006153373,0.03998001,7.5,21.66833333,PD
0.884965831,0.002718869,0.004290004,40.02,9.190404798,PD
0.909242424,0.128571429,0.0149975,2.222222222,3.5,PD
0.991776316,0.179991,0.059701493,5.555833333,1,PD
0.979381443,6.10E-05,0.000105263,4600,3.565217391,PD
0.928571429,0.002702703,0.000384615,2300,0.160869565,PD
0.296875,0.000120482,0.000526316,1100,7.545454545,PD
0.979381443,6.10E-05,0.000105263,4400,3.727272727,PD
0.928571429,0.003333333,0.000384615,2300,0.130434783,PD
0.296875,0.000121951,0.000526316,1100,7.454545455,PD
0.250187453,0.000140449,0.000999001,1600,4.45,PD
0.333444426,0.006153373,0.03998001,7.5,21.66833333,PD
0.884965831,0.002718869,0.004290004,40.02,9.190404798,PD
0.333444426,7.69E-05,0.00049975,600,21.66833333,PD
0.884965831,0.001631321,0.002574003,66.7,9.190404798,PD
0.993410214,0.179991,0.059701493,5.555833333,1,PD
0.962962963,0.005,0.000384615,2200,0.090909091,PD
0.292307692,0.024390244,0.105263158,2.5,16.4,PD
0.993421053,0.174825175,0.05794702,5.857142857,0.976585366,PD
0.989690722,6.10E-05,0.000104167,4390,3.735763098,PD
0.31265625,0.011273957,0.049975012,11,8.063636364,PD
0.991776316,0.179991,0.059701493,5.638888889,0.985270936,PD
0.106837607,0.079207921,0.032,202.5,0.062345679,PD
0.106382979,0.0999001,0.04,165,0.060666667,PD
0.102222222,0.054054054,0.017391304,287.5,0.064347826,PD
0.10460251,0.069724771,0.0304,196.0526316,0.073154362,PD
0.104343289,0.08991009,0.0375,145.5555556,0.076412214,PD
0.081814463,0.1,0.027777778,282,0.035460993,PD
0.107296137,0.198019802,0.08,80.005,0.063121055,PD
0.105932203,0.11988012,0.048,138.3333333,0.060301205,PD
0.102678571,0.001351351,0.000434783,11400,0.064912281,PD
0.104162327,0.091743119,0.04,150.01,0.072661823,PD
0.106382979,0.090909091,0.032,206.25,0.053333333,PD
0.102222222,0.054054054,0.017391304,284.75,0.064969271,PD
0.10460251,0.090909091,0.04,149,0.073825503,PD
